"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"542","Noel Acciari","FLA","C","20","3.2666666666667","5","0","100.00","3","0","100.00","3","0","100.00","0","0","-","0.25","0","100.00","2","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","0","1","8","0.00","1","0","1","50.00"
"543","Derek Ryan","EDM","C","75","5.75","5","0","100.00","5","0","100.00","4","0","100.00","0","0","-","0.39","0","100.00","3","0","100.00","0","0","-","0","0","-","3","0","100.00","0","0","-","3","0","100.00","0","0","-","0.00","-","0.00","6","3","2","9","75.00","7","3","2","77.78"
"544","Lukas Vejdemo","MTL","C","6","1.0166666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.04","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","1","0","3","-","1","1","0","100.00"
"545","Will Borgen","SEA","D","36","1.2833333333333","2","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","1","0","3","-","1","1","0","100.00"
"550","Niko Mikkola","STL","D","54","2.85","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","-","-","-","2","0","0","14","100.00","2","0","0","100.00"
"566","Philippe Myers","NSH","D","27","0.53333333333333","2","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.15","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","0","0","2","-","0","0","0","-"
"571","Brandon Tanev","SEA","L","30","7","9","0","100.00","9","0","100.00","8","0","100.00","2","0","100.00","0.85","0","100.00","5","0","100.00","4","0","100.00","2","0","100.00","1","0","100.00","0","0","-","4","0","100.00","0","0","-","25.00","-","0.25","8","4","0","7","100.00","10","4","1","90.91"
"576","Wade Allison","PHI","R","1","1.1833333333333","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","-","-","-","1","0","0","1","100.00","1","0","0","100.00"
"595","Brett Howden","VGK","C","47","2.9166666666667","5","0","100.00","2","0","100.00","1","0","100.00","1","0","100.00","0.14","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","4","0","100.00","0","0","-","100.00","-","1.00","0","0","1","10","0.00","0","0","1","0.00"
"598","Riley Tufte","DAL","L","10","0.83333333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.06","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","1","-","0","0","0","-"
"607","Josh Mahura","ANA","D","38","1.8333333333333","3","0","100.00","2","0","100.00","1","0","100.00","0","0","-","0.13","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","1","2","0","3","100.00","1","2","0","100.00"
"613","Boris Katchouk","CHI, T.B","L","59","2.2166666666667","2","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.11","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","4","0","100.00","0","0","-","0.00","-","0.00","2","0","1","5","66.67","3","0","1","75.00"
"629","Jacob Moverare","L.A","D","19","1.4666666666667","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0.2","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","100.00","-","1.00","1","0","1","2","50.00","1","0","1","50.00"
