"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"150","Jaden Schwartz","SEA","C","71","167.28333333333","6","2","2","0","8","42.11","34","17.65","7.63","57","51","54","42","1","7","2","1","1","0","0","1","4","0","2","6","1","45","42","51.72"
"154","Taylor Hall","BOS","L","61","137.11666666667","4","4","0","4","8","50.00","26","15.38","4.32","43","34","33","17","1","2","2","1","1","0","0","0","5","0","4","14","0","1","1","50.00"
"185","Jean-Gabriel Pageau","NYI","C","70","165.48333333333","5","3","1","2","8","53.33","19","26.32","4.72","35","31","29","20","0","4","2","1","1","0","0","1","4","2","5","8","0","88","65","57.52"
"243","Oskar Sundqvist","DET, MIN","C","67","130.46666666667","3","5","3","2","8","42.11","17","17.65","4.36","24","23","22","18","0","3","2","1","1","0","0","1","2","0","1","7","0","6","9","40.00"
"364","Robby Fabbri","DET","C","28","76.5","3","5","4","1","8","80.00","12","25.00","1.6","17","14","12","4","1","0","2","1","1","0","0","0","2","1","2","3","0","2","8","20.00"
"408","Noah Hanifin","CGY","D","81","166.4","1","7","5","2","8","66.67","33","3.03","2.12","70","47","13","1","0","7","4","2","2","0","0","0","4","7","0","4","5","0","0","-"
"413","Pavel Zacha","BOS","C","82","139.78333333333","3","5","5","0","8","61.54","26","11.54","3.68","41","35","26","10","0","2","0","0","0","0","0","1","4","2","4","3","0","18","13","58.06"
"450","Lawson Crouse","ARI","L","77","133.45","6","2","1","1","8","53.33","15","40.00","2.75","30","22","25","10","0","2","2","1","1","0","0","0","3","1","11","6","1","3","6","33.33"
"507","Jakob Chychrun","ARI, OTT","D","48","134.03333333333","4","4","1","3","8","72.73","39","10.26","4.05","64","46","30","8","0","2","8","4","4","0","0","0","6","1","3","8","2","0","0","-"
"531","Samuel Girard","COL","D","76","93.083333333333","1","7","4","3","8","100.00","5","20.00","0.85","15","8","4","3","0","0","0","0","0","0","0","1","2","3","0","3","0","0","0","-"
"619","Alex Iafallo","L.A","L","59","98.1","7","1","0","1","8","50.00","20","35.00","3.63","33","28","21","14","0","3","0","0","0","0","0","1","2","1","0","3","0","0","0","-"
"633","Noah Cates","PHI","L","82","151.06666666667","3","5","4","1","8","53.33","16","18.75","3.62","32","26","28","17","0","2","2","1","1","0","0","1","1","2","6","10","0","26","37","41.27"
"695","Kirill Marchenko","CBJ","R","59","157.15","7","1","1","0","8","42.11","30","23.33","5.37","66","45","53","17","0","6","2","1","1","0","0","0","2","2","3","2","0","0","0","-"
