"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"376","Roland McKeown","NSH","D","6","4.6333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"377","Brandon Montour","FLA","D","80","70.933333333333","0","0","0","0","0","0.00","0","-","0.18","5","3","1","0","0","0","0","0","0","0","0","0","1","0","3","1","5","0","0","-"
"378","Ryan Donato","SEA","C","71","4.5","0","0","0","0","0","-","1","0.00","0.13","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"381","Brayden Point","T.B","C","82","3.3833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","100.00"
"382","Jake Walman","DET","D","63","130.01666666667","0","0","0","0","0","0.00","9","0.00","0.66","13","12","3","3","2","1","2","1","1","0","0","3","3","4","5","2","15","0","0","-"
"383","Mark Friedman","PIT","D","23","23.316666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","1","3","0","0","-"
"384","Devon Toews","COL","D","80","248.73333333333","0","0","0","0","0","0.00","4","0.00","0.05","4","4","1","0","1","0","2","1","1","0","0","2","3","2","14","2","26","0","0","-"
"387","Danton Heinen","PIT","L","65","2.4","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"388","Michael Bunting","TOR","L","82","0.083333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"391","Dysin Mayo","ARI","D","15","19.033333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","-"
"392","Oskar Lindblom","S.J","L","73","49.633333333333","0","0","0","0","0","0.00","2","0.00","0","3","2","1","0","0","0","2","1","1","0","0","0","0","3","1","0","1","0","0","-"
"393","Anders Bjork","BUF, CHI","L","14","16.4","0","0","0","0","0","-","0","-","0.18","1","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","-"
"394","Rourke Chartier","OTT","C","6","9.3","0","0","0","0","0","-","2","0.00","0.22","2","2","2","2","0","0","0","0","0","0","0","1","0","0","0","1","0","3","3","50.00"
"395","Kevin Labanc","S.J","R","72","0.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"396","Sammy Blais","NYR, STL","L","71","0.73333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"397","Victor Olofsson","BUF","L","75","1.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"398","Pierre Engvall","NYI, TOR","L","76","32.916666666667","0","0","0","0","0","-","4","0.00","0.32","4","4","2","2","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1","50.00"
"399","Ondrej Kase","CAR","R","1","0.68333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"402","Darren Raddysh","T.B","D","17","7.0666666666667","0","0","0","0","0","-","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"404","Frank Vatrano","ANA","R","81","76.133333333333","0","0","0","0","0","-","3","0.00","0.33","4","3","3","3","1","0","12","2","1","0","1","1","2","0","1","0","6","0","1","0.00"
"405","Nikita Soshnikov","NYI","R","3","2.5","0","0","0","0","0","-","1","0.00","0.22","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
